"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL80756";"";"None";"508.63";"2";"5.80";"1k";"COCCN1CCC[C@@H]1Cc1c[nH]c2ccc(-n3cnc4cc(NC(=O)Nc5ccccc5)ccc43)cc12";"Log IC50";"'='";"-7.77";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL654259";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"-7.77"
"CHEMBL91000";"";"None";"305.77";"0";"3.71";"10n";"O=C1NC2CCCCCC2N1c1nc2cc(Cl)ccc2o1";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"22.42";"0.45";"3.14";"11.74";"0";"CHEMBL650070";"Inhibition of GABA-A benzodiazepine receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1132839";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"140.0"
"CHEMBL181760";"";"None";"478.32";"1";"6.19";"39";"COc1ccc(-c2c(SC)nn(-c3c(Cl)cc(C(F)(F)F)cc3Cl)c2N)cc1OC";"IC50";"'='";"500.0";"nM";"6.30";"";"";"UO_0000065";"13.17";"0.29";"0.11";"10.11";"0";"CHEMBL832611";"In vitro insecticidal activity as inhibition of [3H]EBOB binding to Gamma-aminobutyric acid GABA-A receptor of housefly neuronal membranes";"B";"BAO_0000019";"assay format";"Musca domestica";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1137880";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"500.0"
"CHEMBL55418";"";"None";"272.69";"0";"3.82";"3";"O=c1cc(-c2cccc(O)c2)oc2ccc(Cl)cc12";"Ki";"'='";"851.14";"nM";"6.07";"";"";"UO_0000065";"22.26";"0.44";"2.25";"12.03";"0";"CHEMBL877825";"Binding affinity towards benzodiazepine site in GABAA receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1134495";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"6.07"
"CHEMBL422158";"";"None";"355.74";"0";"1.92";"5";"O=C(OCc1ccncc1)c1cnn2c1n[n+]([O-])c1ccc(Cl)cc12";"Ratio";"'='";"1.62";"";"";"";"";"";"";"";"";"";"0";"CHEMBL851285";"GABA ratio, relative binding in the presence and absence of 10 uM GABA (IC50-GABA/IC50+GABA)";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1135690";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"1.62"
"CHEMBL348367";"";"None";"386.80";"0";"3.45";"II";"COc1ccccc1COC(=O)C1C=NN2c3cc(Cl)ccc3[N+]([O-])=NC12";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"23.27";"0.46";"5.55";"10.05";"0";"CHEMBL650829";"Binding affinity towards Benzodiazepine receptor from bovine brain membrane using [3H]Ro-151788 as radioligand";"B";"BAO_0000019";"assay format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1135690";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"1.0"
"CHEMBL62493";"";"None";"455.34";"0";"4.30";"10";"C[N+]12CCc3c([nH]c4ccccc34)C1c1[nH]c3ccccc3c1CC2.[I-]";"Activity";"'='";"-4.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL653132";"Displacement of muscimol from GABA-A receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1133101";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"-4.0"
"CHEMBL554239";"";"None";"393.20";"0";"1.50";"25f";"Br.N=c1ccc(-c2ccc3c(c2)OCO3)nn1Cc1cc(O)no1";"IC50";"'='";"6.0";"nM";"8.22";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL681949";"Affinity for gamma-aminobutyric-acid A receptor measured by its ability to displace [3H]gabazine antagonist from rat brain preparations.";"F";"BAO_0000221";"tissue-based format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1125342";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"6.0"
"CHEMBL76263";"";"None";"330.44";"0";"4.28";"1w";"Cc1ccc2c(c1)ncn2-c1ccc2[nH]cc(C3CCNCC3)c2c1";"IC50";"'='";"0.49";"nM";"9.31";"";"";"UO_0000065";"28.17";"0.51";"5.03";"20.40";"0";"CHEMBL654251";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"0.49"
"CHEMBL12";"DIAZEPAM";"4.0";"284.75";"0";"3.15";"Diazepam";"CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21";"Log IC50";"'='";"-7.85";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL654259";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"-7.85"
"CHEMBL31541";"";"None";"115.13";"0";"-0.03";"(s)-(-)-4-methyl-trans-ACA";"C[C@H](N)/C=C/C(=O)O";"IC50";"'='";"3500.0";"nM";"5.46";"";"";"UO_0000065";"47.39";"0.93";"5.49";"8.62";"0";"CHEMBL683065";"In vitro inhibition of [3H]muscimol binding to Gamma-aminobutyric acid receptor of human astrocytes";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1121876";"1";"Scientific Literature";"J Med Chem";"1981";"None";"";"";"";"3.5"
"CHEMBL360612";"";"None";"419.26";"1";"5.56";"54";"CSc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1-c1ccncc1";"IC50";"";"";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL828448";"In vitro insecticidal activity as inhibition of [3H]EBOB binding to Gamma-aminobutyric acid GABA-A receptor of housefly neuronal membranes; IA denotes inactive";"B";"BAO_0000019";"assay format";"Musca domestica";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1137880";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";""
"CHEMBL78880";"";"None";"317.40";"0";"3.20";"1d";"c1cnc2c(c1)ncn2-c1ccc2[nH]cc(C[C@H]3CCCN3)c2c1";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"21.92";"0.40";"3.76";"11.89";"0";"CHEMBL654251";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"110.0"
"CHEMBL78730";"";"None";"339.40";"0";"3.76";"1p";"N#Cc1ccc2c(c1)ncn2-c1ccc2[nH]cc(C3=CCNCC3)c2c1";"IC50";"'='";"0.46";"nM";"9.34";"";"";"UO_0000065";"27.51";"0.49";"5.58";"13.45";"0";"CHEMBL654251";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"0.46"
"CHEMBL444586";"";"None";"364.88";"0";"4.80";"1h";"CN1CCC[C@@H]1Cc1c[nH]c2ccc(-n3cnc4cc(Cl)ccc43)cc12";"Log IC50";"'='";"-8.97";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL654259";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"-8.97"
"CHEMBL9662";"";"None";"323.18";"0";"3.12";"16";"NCC(=O)Nc1ccc(Cl)cc1C(=O)c1ccccc1Cl";"IC50";"'='";"4.8";"nM";"8.32";"";"";"UO_0000065";"25.74";"0.54";"5.20";"11.52";"0";"CHEMBL883287";"In vitro displacement of [3H]-diazepam from GABA-A Benzodiazepine receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1122128";"1";"Scientific Literature";"J Med Chem";"1982";"None";"";"";"";"4.8"
"CHEMBL358147";"";"None";"312.76";"0";"3.32";"24 (table 7)";"O=C(NCc1cccc(Cl)c1)C(=O)c1c[nH]c2ccccc12";"Ki";"'='";"158.49";"nM";"6.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL858269";"The compound was tested for benzodiazepine receptor inverse agonist activity";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1132536";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"6.8"
"CHEMBL309517";"";"None";"344.46";"0";"4.45";"1g";"Cc1ccc2c(c1)ncn2-c1ccc2[nH]cc(C[C@H]3CCCN3C)c2c1";"IC50";"'='";"0.16";"nM";"9.80";"";"";"UO_0000065";"28.44";"0.51";"5.35";"26.58";"0";"CHEMBL654251";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"0.16"
"CHEMBL77226";"";"None";"247.30";"0";"3.82";"1v";"Cc1ccc2c(c1)ncn2-c1ccc2[nH]ccc2c1";"Log IC50";"'='";"-9.1";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL654259";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"-9.1"
"CHEMBL78759";"";"None";"258.28";"0";"3.38";"1s";"N#Cc1ccc2c(c1)ncn2-c1ccc2[nH]ccc2c1";"Log IC50";"'='";"-7.75";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL654259";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"-7.75"
"CHEMBL151121";"7-AMINO-FLUNITRAZEPAM";"None";"283.31";"0";"2.22";"Ro-201815";"CN1C(=O)CN=C(c2ccccc2F)c2cc(N)ccc21";"IC50";"'='";"15381546.4";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL650082";"Binding affinity towards benzodiazepine/GABA A receptor.";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128247";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"-1.813"
"CHEMBL78880";"";"None";"317.40";"0";"3.20";"1d";"c1cnc2c(c1)ncn2-c1ccc2[nH]cc(C[C@H]3CCCN3)c2c1";"Log IC50";"'='";"-6.95";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL654259";"Binding affinity to the benzodiazepine receptor assayed using 0.5 nM [3H]flunitrazapam as radioligand in guinea pig cerebellum";"B";"BAO_0000221";"tissue-based format";"Cavia porcellus";"CHEMBL3638233";"Cerebellum";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"-6.95"
"CHEMBL29929";"";"None";"407.42";"0";"2.08";"31";"CN(C)CC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CCO1";"Currents";"'='";"91.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL682993";"Percentage of GABA-induced chloride currents with compound alone at 10 e-4 M";"F";"BAO_0000019";"assay format";"Bull Frog";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1126682";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";"";"91.0"
"CHEMBL54340";"";"None";"240.23";"0";"3.60";"13";"O=c1cc(-c2cccc(F)c2)oc2ccccc12";"Ki";"'='";"3548.13";"nM";"5.45";"";"";"UO_0000065";"22.69";"0.41";"1.85";"18.04";"0";"CHEMBL877825";"Binding affinity towards benzodiazepine site in GABAA receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1134495";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"5.45"
"CHEMBL59589";"";"None";"272.23";"0";"3.01";"37";"O=c1cc(-c2ccccc2F)oc2cc(O)cc(O)c12";"Ki";"'='";"7943.28";"nM";"5.10";"";"";"UO_0000065";"18.73";"0.35";"2.09";"7.22";"0";"CHEMBL877825";"Binding affinity towards benzodiazepine site in GABAA receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1134495";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"5.1"
"CHEMBL285783";"";"None";"128.13";"0";"0.40";"(s)-(-)-5'-methylmuscimol";"C[C@H](N)c1cc(O)no1";"IC50";"'='";"740.0";"nM";"6.13";"";"";"UO_0000065";"47.85";"0.93";"5.73";"8.48";"0";"CHEMBL683063";"In vitro inhibition of [3H]-THIP binding to Gamma-aminobutyric acid receptor of human astrocytes";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1121876";"1";"Scientific Literature";"J Med Chem";"1981";"None";"";"";"";"0.74"
"CHEMBL59263";"";"None";"301.68";"0";"4.02";"6";"O=c1cc(-c2cccc([N+](=O)[O-])c2)oc2ccc(Cl)cc12";"Ki";"'='";"7.943";"nM";"8.10";"";"";"UO_0000065";"26.85";"0.53";"4.08";"11.04";"0";"CHEMBL877825";"Binding affinity towards benzodiazepine site in GABAA receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1134495";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"8.1"
"CHEMBL93825";"";"None";"281.27";"0";"2.88";"1h";"COc1ccc2oc(-n3c(O)nc4ccccc43)nc2c1";"Ki";"'='";"91.0";"nM";"7.04";"";"";"UO_0000065";"25.03";"0.46";"4.16";"9.60";"0";"CHEMBL650073";"Binding affinity against GABA-A benzodiazepine receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1132839";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"91.0"
"CHEMBL87641";"";"None";"254.33";"0";"4.09";"40";"CC(C)CCOc1cc2c3ccccc3nc-2c[nH]1";"IC50";"'='";"426.58";"nM";"6.37";"";"";"UO_0000065";"25.05";"0.46";"2.28";"16.80";"0";"CHEMBL650075";"Inhibition on Benzodiazepine receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1130277";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";"";"6.37"
"CHEMBL128348";"";"None";"254.33";"0";"4.09";"41";"CC(C)(C)COc1cc2c3ccccc3nc-2c[nH]1";"IC50";"'='";"95.5";"nM";"7.02";"";"";"UO_0000065";"27.60";"0.50";"2.93";"18.52";"0";"CHEMBL650075";"Inhibition on Benzodiazepine receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1130277";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";"";"7.02"
"CHEMBL57741";"";"None";"256.23";"0";"3.30";"2";"O=c1cc(-c2cccc(O)c2)oc2ccc(F)cc12";"Ki";"'='";"2511.89";"nM";"5.60";"";"";"UO_0000065";"21.86";"0.40";"2.30";"11.10";"0";"CHEMBL877825";"Binding affinity towards benzodiazepine site in GABAA receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1134495";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"5.6"
"CHEMBL13280";"FLUNITRAZEPAM";"4.0";"313.29";"0";"2.55";"flunitrazepam";"CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21";"IC50";"'='";"263026799.19";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL650082";"Binding affinity towards benzodiazepine/GABA A receptor.";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128247";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"-0.58"
"CHEMBL441420";"";"None";"115.13";"0";"-0.03";"(R)-(+)-4-methyl-trans-ACA";"C[C@@H](N)/C=C/C(=O)O";"IC50";"'='";"670000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL683062";"In vitro inhibition of [3H]P4S binding to Gamma-aminobutyric acid receptor of human astrocytes";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1121876";"1";"Scientific Literature";"J Med Chem";"1981";"None";"";"";"";"670.0"
"CHEMBL539556";"";"None";"383.63";"0";"2.42";"25d";"Br.N=c1ccc(-c2ccc(Cl)cc2)nn1Cc1cc(O)no1";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL681949";"Affinity for gamma-aminobutyric-acid A receptor measured by its ability to displace [3H]gabazine antagonist from rat brain preparations.";"F";"BAO_0000221";"tissue-based format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1125342";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"80.0"
"CHEMBL38465";"";"None";"255.35";"0";"3.43";"10";"Cc1[nH]cnc1Cc1nc(-c2ccccc2)cs1";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL652512";"Displacement of [3H]flunitrazepam from GABA-A Benzodiazepine receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1124975";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"1.0"
"CHEMBL31714";"";"None";"492.58";"1";"7.23";"CP-96021";"Cc1nc2cnccc2n1-c1ccc(OCc2cccc(/C=C/c3nc4cc(F)ccc4s3)c2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL681821";"Inhibition of Gamma-aminobutyric acid receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1128756";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"10.0"
"CHEMBL133628";"";"None";"130.17";"0";"0.31";"5 (thiomuscimol)";"NCc1cc(O)ns1";"IC50";"'='";"19.0";"nM";"7.72";"";"";"UO_0000065";"59.32";"1.32";"7.41";"13.06";"0";"CHEMBL681951";"Binding affinity in vivo for gamma-aminobutyric-acid A receptor measured by its ability to displace [3H]-GABA agonist from rat brain preparations after iv injection.";"B";"BAO_0000218";"organism-based format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1125342";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"19.0"
"CHEMBL555843";"";"None";"399.70";"0";"2.89";"26d";"Br.N=c1ccc(-c2ccc(Cl)cc2)nn1Cc1cc(O)ns1";"IC50";"'='";"29.0";"nM";"7.54";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL681949";"Affinity for gamma-aminobutyric-acid A receptor measured by its ability to displace [3H]gabazine antagonist from rat brain preparations.";"F";"BAO_0000221";"tissue-based format";"Bos taurus";"CHEMBL3638188";"Brain";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1125342";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"29.0"
"CHEMBL358763";"";"None";"310.31";"0";"2.08";"21 (table 5)";"O=C(NCc1ccc(O)c(O)c1)C(=O)c1c[nH]c2ccccc12";"Ki";"'='";"346.74";"nM";"6.46";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL650069";"Inverse agonist activity at GABA-A benzodiazepine receptor";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1132536";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"6.46"
"CHEMBL67774";"";"None";"287.32";"0";"4.31";"32";"COc1cccc2[nH]c3c4c5ccccc5nc-4c[nH]c3c12";"IC50";"'='";"251.19";"nM";"6.60";"";"";"UO_0000065";"22.97";"0.41";"2.29";"12.29";"0";"CHEMBL650075";"Inhibition on Benzodiazepine receptor";"B";"BAO_0000223";"protein complex format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2093872";"GABA-A receptor; anion channel";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL1130277";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";"";"6.6"
