"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key";"Inchi";"Withdrawn Flag";"Orphan";"Records Key";"Records Name"
"CHEMBL20042";"CGS-9896";"CGS-9896";"Small molecule";"";"295.73";"9";"52";"3.42";"45.03";"3";"0";"0";"1";"N";"0.79";"None";"4.20";"3.32";"3.32";"2";"MOL";"-1";"21";"4";"0";"0";"295.0512";"-0.83";"NEUTRAL";"C16H10ClN3O";"O=C1C2C=Nc3ccccc3C2=NN1c1ccc(Cl)cc1";"XJMIBNLJFYSGAR-UHFFFAOYSA-N";"InChI=1S/C16H10ClN3O/c17-10-5-7-11(8-6-10)20-16(21)13-9-18-14-4-2-1-3-12(14)15(13)19-20/h1-9,13H";"False";"-1";"['11', 'CGSb', 'CGS-9896', 'CGS-9896', '4 (CGS-9896)', '26 (table 2)', '6a(CGS-9896)', '36', '3 (CGS-9896)', '35', 'CGS-9896', '42 (CGS-9896)', '42', '3b', '1a', '26 (table 3)', '12', '1, CGS-9896']";"['2-(4-Chloro-phenyl)-2,5-dihydro-pyrazolo[4,3-c]quinolin-3-one', '2-(4-Chloro-phenyl)-2,5-dihydro-pyrazolo[4,3-c]quinolin-3-one', '2-(4-Chloro-phenyl)-2,5-dihydro-pyrazolo[4,3-c]quinolin-3-one', '2-(4-Chloro-phenyl)-2,3a-dihydro-pyrazolo[4,3-c]quinolin-3-one (CGS-9896)', '2-(4-Chloro-phenyl)-2,5-dihydro-pyrazolo[4,3-c]quinolin-3-one', '2-(4-Chloro-phenyl)-2,5-dihydro-pyrazolo[4,3-c]quinolin-3-one', '2-(4-Chloro-phenyl)-2,5-dihydro-pyrazolo[4,3-c]quinolin-3-one', '2-(4-Chloro-phenyl)-2,5-dihydro-pyrazolo[4,3-c]quinolin-3-one', 'CGS-9896', '2-(4-chlorophenyl)-2H-pyrazolo[4,3-c]quinolin-3(5H)-one', '2-(4-chlorophenyl)-2H-pyrazolo[4,3-c]quinolin-3(5H)-one', '2-(4-Chloro-phenyl)-2,5-dihydro-pyrazolo[4,3-c]quinolin-3-one (CGS-9896)', '2-(4-chlorophenyl)-2H-pyrazolo[4,3-c]quinolin-3(5H)-one', '2-(4-Chloro-phenyl)-2,5-dihydro-pyrazolo[4,3-c]quinolin-3-one', '2-(4-Chloro-phenyl)-2,5-dihydro-pyrazolo[4,3-c]quinolin-3-one', '2-(4-Chloro-phenyl)-2,5-dihydro-pyrazolo[4,3-c]quinolin-3-one', '2-(4-Chloro-phenyl)-2,5-dihydro-pyrazolo[4,3-c]quinolin-3-one', '2-(4-chlorophenyl)-2H-pyrazolo[4,3-c]quinolin-3(5H)-one']"
"CHEMBL1270841";"";"";"Small molecule";"";"316.36";"12";"18";"4.63";"54.98";"3";"1";"0";"3";"N";"0.56";"12.00";"2.08";"4.20";"4.20";"4";"MOL";"-1";"24";"4";"1";"0";"316.1212";"-0.32";"NEUTRAL";"C20H16N2O2";"CC(OC(=O)c1cc2c(cn1)[nH]c1ccccc12)c1ccccc1";"FKRRGAJQEMJONC-UHFFFAOYSA-N";"InChI=1S/C20H16N2O2/c1-13(14-7-3-2-4-8-14)24-20(23)18-11-16-15-9-5-6-10-17(15)22-19(16)12-21-18/h2-13,22H,1H3";"False";"-1";"['26, CM-A-77', '97']";"['1-phenylethyl 9H-pyrido[3,4-b]indole-3-carboxylate', '1-phenylethyl 9H-pyrido[3,4-b]indole-3-carboxylate']"
"CHEMBL178942";"";"";"Small molecule";"";"383.45";"9";"29";"4.52";"65.20";"6";"0";"0";"4";"N";"0.52";"None";"3.78";"4.30";"4.30";"4";"MOL";"-1";"29";"6";"0";"0";"383.1746";"-1.40";"NEUTRAL";"C23H21N5O";"c1ccc(-c2nnc3c4c(c(OCc5ccccn5)nn23)C2CCC4CC2)cc1";"HRJQUDZTLASEPW-UHFFFAOYSA-N";"InChI=1S/C23H21N5O/c1-2-6-17(7-3-1)21-25-26-22-19-15-9-11-16(12-10-15)20(19)23(27-28(21)22)29-14-18-8-4-5-13-24-18/h1-8,13,15-16H,9-12,14H2";"False";"-1";"['1', '3', '1', '9', '8']";"['6-phenyl-4,5,7,8-tetraazatetracyclo[9.2.2.02,10.03,7]pentadeca-2(10),3,5,8-tetraen-9-yl 2-pyridylmethyl ether', '6-phenyl-4,5,7,8-tetraazatetracyclo[9.2.2.02,10.03,7]pentadeca-2(10),3,5,8-tetraen-9-yl 2-pyridylmethyl ether', '6-phenyl-4,5,7,8-tetraazatetracyclo[9.2.2.02,10.03,7]pentadeca-2(10),3,5,8-tetraen-9-yl 2-pyridylmethyl ether', 'NA', 'NA']"
"CHEMBL1783253";"";"";"Small molecule";"";"364.41";"6";"7";"2.79";"99.36";"6";"2";"0";"5";"N";"0.72";"None";"3.78";"2.23";"2.23";"3";"MOL";"-1";"27";"7";"3";"0";"364.1535";"-0.74";"NEUTRAL";"C20H20N4O3";"COc1ccc(OC)c(-c2cccc3c(N)c(C(=O)NC4CC4)nnc23)c1";"YVAHCWLEKOONFT-UHFFFAOYSA-N";"InChI=1S/C20H20N4O3/c1-26-12-8-9-16(27-2)15(10-12)13-4-3-5-14-17(21)19(24-23-18(13)14)20(25)22-11-6-7-11/h3-5,8-11H,6-7H2,1-2H3,(H2,21,23)(H,22,25)";"False";"-1";"['10', 'Table 2, R5C3']";"['4-amino-N-cyclopropyl-8-(2,5-dimethoxyphenyl)cinnoline-3-carboxamide', '4-amino-N-cyclopropyl-8-(2,5-dimethoxyphenyl)cinnoline-3-carboxamide']"
"CHEMBL1783257";"";"";"Small molecule";"";"378.43";"6";"8";"3.18";"99.36";"6";"2";"0";"5";"N";"0.71";"None";"3.78";"2.67";"2.67";"3";"MOL";"-1";"28";"7";"3";"0";"378.1692";"-0.67";"NEUTRAL";"C21H22N4O3";"COc1ccc(OC)c(-c2cccc3c(N)c(C(=O)NC4CCC4)nnc23)c1";"QWWZARYPNGYPLG-UHFFFAOYSA-N";"InChI=1S/C21H22N4O3/c1-27-13-9-10-17(28-2)16(11-13)14-7-4-8-15-18(22)20(25-24-19(14)15)21(26)23-12-5-3-6-12/h4,7-12H,3,5-6H2,1-2H3,(H2,22,24)(H,23,26)";"False";"-1";"['14', 'Table 2, R6C3']";"['4-amino-N-cyclobutyl-8-(2,5-dimethoxyphenyl)cinnoline-3-carboxamide', '4-amino-N-cyclobutyl-8-(2,5-dimethoxyphenyl)cinnoline-3-carboxamide']"
"CHEMBL453066";"BETA-CCM";"";"Small molecule";"";"226.24";"49";"123";"2.50";"54.98";"3";"1";"0";"1";"Y";"0.65";"12.01";"2.11";"2.06";"2.06";"3";"MOL";"-1";"17";"4";"1";"0";"226.0742";"-0.05";"NEUTRAL";"C13H10N2O2";"COC(=O)c1cc2c(cn1)[nH]c1ccccc12";"UKHFPVCOXBJPIN-UHFFFAOYSA-N";"InChI=1S/C13H10N2O2/c1-17-13(16)11-6-9-8-4-2-3-5-10(8)15-12(9)7-14-11/h2-7,15H,1H3";"False";"-1";"['2', '1', '1 (BCCM)', '1 (table 2)', '1', '8', '5', '2a', 'Beta-CCE', '1 (table-3)', '1', 'b-CCM', 'NCGC00093917-01', '6', 'beta-CCM', '53', '10', '3', 'BCCM', 'SID26753579', '1, Table 1', 'SID50106311', 'SID85231025', 'SID124879997', 'Methyl beta-carboline-3-carboxylate', '20', 'SID50106310', '4a', 'Table 1, R1C1, Table 2, R4C1', 'BETA-CCM', 'beta-CCM', '14b', 'SID11111123', 'BETA-CCM', '87b', '33', 'EUB0001995a']";"['9H-beta-Carboline-3-carboxylic acid methyl ester', '9H-beta-Carboline-3-carboxylic acid methyl ester', '9H-beta-Carboline-3-carboxylic acid methyl ester (BCCM)', '9H-beta-Carboline-3-carboxylic acid methyl ester', '9H-beta-Carboline-3-carboxylic acid methyl ester', '9H-beta-Carboline-3-carboxylic acid methyl ester', '9H-beta-Carboline-3-carboxylic acid methyl ester', '9H-beta-Carboline-3-carboxylic acid methyl ester', '9H-beta-Carboline-3-carboxylic acid methyl ester (BetaCCE)', '9H-beta-Carboline-3-carboxylic acid methyl ester', '9H-beta-Carboline-3-carboxylic acid methyl ester', '9H-beta-Carboline-3-carboxylic acid methyl ester', 'Methyl beta-carboline-3-carboxylate', '9H-beta-Carboline-3-carboxylic acid methyl ester', '9H-beta-Carboline-3-carboxylic acid methyl ester (beta-CCM)', 'methyl 9H-pyrido[3,4-b]indole-3-carboxylate', '9H-beta-Carboline-3-carboxylic acid methyl ester', '9H-beta-Carboline-3-carboxylic acid methyl ester', 'methyl 9H-pyrido[3,4-b]indole-3-carboxylate', 'SID26753579', 'methyl 9H-pyrido[3,4-b]indole-3-carboxylate', 'SID50106311', 'SID85231025', 'SID124879997', 'Methyl beta-carboline-3-carboxylate', 'Methyl beta-carboline-3-carboxylate', 'SID50106310', 'beta-Carboline-3-carboxylic acid methyl ester', 'methyl 9H-pyrido[3,4-b]indole-3-carboxylate', 'BETA-CCM', '9H-beta-Carboline-3-carboxylic acid methyl ester', '9H-beta-Carboline-3-carboxylic acid methyl ester', 'SID11111123', 'BETA-CCM', 'methyl 9H-pyrido[3,4-b]indole-3-carboxylate', 'methyl 9H-pyrido[3,4-b]indole-3-carboxylate', 'BETA-CCM']"
"CHEMBL1681899";"";"";"Small molecule";"";"415.88";"2";"4";"5.20";"57.76";"6";"0";"1";"5";"N";"0.40";"None";"6.05";"4.67";"4.66";"5";"MOL";"-1";"30";"6";"0";"1";"415.1200";"-1.68";"NEUTRAL";"C23H18ClN5O";"Clc1ccc(-n2nc3c(cnc4ccc(-n5ccnc5)cc43)c2OCC2CC2)cc1";"DOAWPHZLUZJQQM-UHFFFAOYSA-N";"InChI=1S/C23H18ClN5O/c24-16-3-5-17(6-4-16)29-23(30-13-15-1-2-15)20-12-26-21-8-7-18(28-10-9-25-14-28)11-19(21)22(20)27-29/h3-12,14-15H,1-2,13H2";"False";"-1";"['19']";"['2-(4-chlorophenyl)-3-(cyclopropylmethoxy)-8-(1H-imidazol-1-yl)-2H-pyrazolo[4,3-c]quinoline']"
"CHEMBL1681889";"";"";"Small molecule";"";"424.33";"3";"5";"6.19";"39.94";"4";"0";"1";"4";"N";"0.39";"None";"3.49";"6.41";"6.41";"4";"MOL";"-1";"29";"4";"0";"1";"423.0905";"-1.36";"NEUTRAL";"C23H19Cl2N3O";"Clc1ccc(-n2nc3c4c(ncc3c2OCc2ccccc2Cl)CCCC4)cc1";"RAHUQMWUVSMABB-UHFFFAOYSA-N";"InChI=1S/C23H19Cl2N3O/c24-16-9-11-17(12-10-16)28-23(29-14-15-5-1-3-7-20(15)25)19-13-26-21-8-4-2-6-18(21)22(19)27-28/h1,3,5,7,9-13H,2,4,6,8,14H2";"False";"-1";"['5']";"['3-(2-chlorobenzyloxy)-2-(4-chlorophenyl)-6,7,8,9-tetrahydro-2H-pyrazolo[4,3-c]quinoline']"
"CHEMBL4757188";"";"";"Unknown";"";"419.80";"6";"7";"4.76";"73.45";"7";"1";"0";"4";"N";"0.52";"None";"3.74";"3.97";"3.97";"4";"MOL";"-1";"29";"7";"1";"0";"419.0873";"-1.50";"NEUTRAL";"C18H13ClF3N7";"FC(F)(F)c1cc(Nc2ccc(-n3cnc(Cl)c3)nc2)nc2c1ncn2C1CC1";"DYUFJVHWJYWILF-UHFFFAOYSA-N";"InChI=1S/C18H13ClF3N7/c19-13-7-28(8-24-13)15-4-1-10(6-23-15)26-14-5-12(18(20,21)22)16-17(27-14)29(9-25-16)11-2-3-11/h1,4-9,11H,2-3H2,(H,26,27)";"False";"-1";"['28']";"['N-(6-(4-chloro-1H-imidazol-1-yl)pyridin-3-yl)-3-cyclopropyl-7-(trifluoromethyl)-3H-imidazo[4,5-b]pyridin-5-amine']"
"CHEMBL4776208";"";"";"Unknown";"";"319.37";"6";"7";"4.03";"68.77";"6";"1";"0";"4";"N";"0.61";"None";"5.55";"2.55";"2.54";"4";"MOL";"-1";"24";"6";"1";"0";"319.1433";"-1.41";"NEUTRAL";"C18H17N5O";"Cc1nc2cc(Nc3cc4c(cn3)ncn4CC3CC3)ccc2o1";"YJVUAYVRDJQBCX-UHFFFAOYSA-N";"InChI=1S/C18H17N5O/c1-11-21-14-6-13(4-5-17(14)24-11)22-18-7-16-15(8-19-18)20-10-23(16)9-12-2-3-12/h4-8,10,12H,2-3,9H2,1H3,(H,19,22)";"False";"-1";"['7']";"['N-(1-(cyclopropylmethyl)-1H-imidazo[4,5-c]pyridin-6-yl)-2-methylbenzo[d]oxazol-5-amine']"
"CHEMBL343471";"";"";"Small molecule";"";"402.43";"5";"9";"3.75";"70.73";"5";"1";"0";"2";"N";"0.55";"12.96";"4.25";"3.72";"3.72";"4";"MOL";"-1";"30";"6";"1";"0";"402.1492";"-1.51";"NEUTRAL";"C23H19FN4O2";"Cc1ccc(C(=O)N2CCc3nc(O)n4cc(-c5ccccc5F)nc4c3C2)cc1";"DVLSPCACOOOPDP-UHFFFAOYSA-N";"InChI=1S/C23H19FN4O2/c1-14-6-8-15(9-7-14)22(29)27-11-10-19-17(12-27)21-25-20(13-28(21)23(30)26-19)16-4-2-3-5-18(16)24/h2-9,13H,10-12H2,1H3,(H,26,30)";"False";"-1";"['40']";"['2-(2-Fluoro-phenyl)-8-(4-methyl-benzoyl)-6,7,8,9-tetrahydro-5H-1,3a,5,8-tetraaza-cyclopenta[a]naphthalen-4-one']"
"CHEMBL4537552";"";"";"Unknown";"";"386.43";"5";"11";"3.61";"50.49";"4";"0";"0";"2";"N";"0.63";"None";"3.76";"3.50";"3.50";"3";"MOL";"-1";"29";"5";"0";"0";"386.1543";"-1.11";"NEUTRAL";"C23H19FN4O";"C#Cc1ccc2c(c1)C(c1ccccc1F)=N[C@H](C)c1c(C(=O)N(C)C)ncn1-2";"LNPOWXXHIUMIKI-CQSZACIVSA-N";"InChI=1S/C23H19FN4O/c1-5-15-10-11-19-17(12-15)20(16-8-6-7-9-18(16)24)26-14(2)22-21(23(29)27(3)4)25-13-28(19)22/h1,6-14H,2-4H3/t14-/m1/s1";"False";"-1";"['49; GL-II-073']";"['(4R)-8-ethynyl-6-(2-fluorophenyl)-N,N,4-trimethyl-4H-benzo[f]imidazo[1,5-a][1,4]diazepine-3-carboxamide']"
"CHEMBL1681894";"";"";"Small molecule";"";"424.33";"2";"4";"6.19";"39.94";"4";"0";"1";"4";"N";"0.39";"None";"3.49";"6.41";"6.41";"4";"MOL";"-1";"29";"4";"0";"1";"423.0905";"-1.03";"NEUTRAL";"C23H19Cl2N3O";"Clc1ccc(COc2c3cnc4c(c3nn2-c2ccc(Cl)cc2)CCCC4)cc1";"MXTPRZSAMHVJFI-UHFFFAOYSA-N";"InChI=1S/C23H19Cl2N3O/c24-16-7-5-15(6-8-16)14-29-23-20-13-26-21-4-2-1-3-19(21)22(20)27-28(23)18-11-9-17(25)10-12-18/h5-13H,1-4,14H2";"False";"-1";"['10']";"['3-(4-chlorobenzyloxy)-2-(4-chlorophenyl)-6,7,8,9-tetrahydro-2H-pyrazolo[4,3-c]quinoline']"
"CHEMBL1681895";"";"";"Small molecule";"";"407.88";"2";"4";"5.67";"39.94";"4";"0";"1";"4";"N";"0.44";"None";"3.49";"5.95";"5.95";"4";"MOL";"-1";"29";"4";"0";"1";"407.1201";"-1.51";"NEUTRAL";"C23H19ClFN3O";"Fc1ccccc1COc1c2cnc3c(c2nn1-c1ccc(Cl)cc1)CCCC3";"KYXHUHDBKQSTAN-UHFFFAOYSA-N";"InChI=1S/C23H19ClFN3O/c24-16-9-11-17(12-10-16)28-23(29-14-15-5-1-3-7-20(15)25)19-13-26-21-8-4-2-6-18(21)22(19)27-28/h1,3,5,7,9-13H,2,4,6,8,14H2";"False";"-1";"['11']";"['2-(4-chlorophenyl)-3-(2-fluorobenzyloxy)-6,7,8,9-tetrahydro-2H-pyrazolo[4,3-c]quinoline']"
"CHEMBL145983";"";"";"Small molecule";"";"374.42";"4";"6";"3.80";"53.66";"5";"1";"0";"3";"N";"0.59";"13.19";"6.17";"3.85";"3.83";"4";"MOL";"-1";"28";"5";"1";"0";"374.1543";"-1.42";"NEUTRAL";"C22H19FN4O";"Oc1nc2c(c3nc(-c4cccc(F)c4)cn13)CN(Cc1ccccc1)CC2";"PCILNHKPPMAMLQ-UHFFFAOYSA-N";"InChI=1S/C22H19FN4O/c23-17-8-4-7-16(11-17)20-14-27-21(24-20)18-13-26(10-9-19(18)25-22(27)28)12-15-5-2-1-3-6-15/h1-8,11,14H,9-10,12-13H2,(H,25,28)";"False";"-1";"['11']";"['8-Benzyl-2-(3-fluoro-phenyl)-6,7,8,9-tetrahydro-5H-1,3a,5,8-tetraaza-cyclopenta[a]naphthalen-4-one']"
"CHEMBL4764668";"";"";"Unknown";"";"363.42";"6";"7";"3.33";"72.28";"6";"1";"0";"4";"N";"0.77";"None";"5.70";"2.29";"2.29";"3";"MOL";"-1";"27";"7";"1";"0";"363.1695";"-1.16";"NEUTRAL";"C20H21N5O2";"CC1Oc2cc(Nc3cc4c(cn3)ncn4CC3CC3)ccc2N(C)C1=O";"JSRHINWXQLPSBQ-UHFFFAOYSA-N";"InChI=1S/C20H21N5O2/c1-12-20(26)24(2)16-6-5-14(7-18(16)27-12)23-19-8-17-15(9-21-19)22-11-25(17)10-13-3-4-13/h5-9,11-13H,3-4,10H2,1-2H3,(H,21,23)";"False";"-1";"['13']";"['7-(1-(cyclopropylmethyl)-1H-imidazo[4,5-c]pyridin-6-ylamino)-2,4-dimethyl-2H-benzo[b][1,4]oxazin-3(4H)-one']"
"CHEMBL4761610";"";"";"Unknown";"";"350.38";"6";"7";"2.34";"85.17";"7";"1";"0";"4";"N";"0.78";"None";"5.24";"1.10";"1.10";"3";"MOL";"-1";"26";"8";"1";"0";"350.1491";"-1.24";"NEUTRAL";"C18H18N6O2";"CN1C(=O)COc2cc(Nc3cc4c(cn3)ncn4CC3CC3)cnc21";"NIWQZRKLKJGSBU-UHFFFAOYSA-N";"InChI=1S/C18H18N6O2/c1-23-17(25)9-26-15-4-12(6-20-18(15)23)22-16-5-14-13(7-19-16)21-10-24(14)8-11-2-3-11/h4-7,10-11H,2-3,8-9H2,1H3,(H,19,22)";"False";"-1";"['17']";"['7-(1-(cyclopropylmethyl)-1H-imidazo[4,5-c]pyridin-6-ylamino)-4-methyl-2H-pyrido[3,2-b][1,4]oxazin-3(4H)-one']"
"CHEMBL4756857";"";"";"Unknown";"";"361.41";"6";"7";"3.65";"94.55";"8";"1";"0";"5";"N";"0.58";"12.71";"3.61";"2.47";"2.47";"4";"MOL";"-1";"27";"8";"1";"0";"361.1651";"-1.49";"NEUTRAL";"C19H19N7O";"Cc1nnc(-c2ccc(Nc3cc(C)c4ncn(CC5CC5)c4n3)nc2)o1";"ZOHMSPFZPHPQOZ-UHFFFAOYSA-N";"InChI=1S/C19H19N7O/c1-11-7-16(23-18-17(11)21-10-26(18)9-13-3-4-13)22-15-6-5-14(8-20-15)19-25-24-12(2)27-19/h5-8,10,13H,3-4,9H2,1-2H3,(H,20,22,23)";"False";"-1";"['29']";"['3-(cyclopropylmethyl)-7-methyl-N-(5-(5-methyl-1,3,4-oxadiazol-2-yl)pyridin-2-yl)-3H-imidazo[4,5-b]pyridin-5-amine']"
"CHEMBL49141";"";"";"Small molecule";"";"342.40";"13";"23";"3.83";"73.44";"5";"1";"0";"7";"N";"0.66";"11.73";"2.10";"3.02";"3.02";"3";"MOL";"-1";"25";"6";"1";"0";"342.1580";"-0.34";"NEUTRAL";"C19H22N2O4";"CCCOc1ccc2[nH]c3cnc(C(=O)OCC)c(COC)c3c2c1";"WRXDVVALWQGPMW-UHFFFAOYSA-N";"InChI=1S/C19H22N2O4/c1-4-8-25-12-6-7-15-13(9-12)17-14(11-23-3)18(19(22)24-5-2)20-10-16(17)21-15/h6-7,9-10,21H,4-5,8,11H2,1-3H3";"False";"-1";"['1', '87(6-PBC)', '24', '89d']";"['4-Methoxymethyl-6-propoxy-9H-beta-carboline-3-carboxylic acid ethyl ester', '4-Methoxymethyl-6-propoxy-9H-beta-carboline-3-carboxylic acid ethyl ester', '4-Methoxymethyl-6-propoxy-9H-beta-carboline-3-carboxylic acid ethyl ester', 'ethyl 4-(methoxymethyl)-6-propoxy-9H-pyrido[3,4-b]indole-3-carboxylate']"
"CHEMBL4792380";"";"";"Unknown";"";"294.36";"5";"5";"3.59";"51.97";"5";"1";"0";"5";"N";"0.78";"None";"5.98";"2.92";"2.91";"3";"MOL";"-1";"22";"5";"1";"0";"294.1481";"-1.17";"NEUTRAL";"C17H18N4O";"COc1ccc(Nc2cc3c(cn2)ncn3CC2CC2)cc1";"SODIMCQABALFOL-UHFFFAOYSA-N";"InChI=1S/C17H18N4O/c1-22-14-6-4-13(5-7-14)20-17-8-16-15(9-18-17)19-11-21(16)10-12-2-3-12/h4-9,11-12H,2-3,10H2,1H3,(H,18,20)";"False";"-1";"['2']";"['1-(cyclopropylmethyl)-N-(4-methoxyphenyl)-1H-imidazo[4,5-c]pyridin-6-amine']"
"CHEMBL146075";"";"";"Small molecule";"";"418.43";"5";"8";"3.94";"79.96";"6";"1";"0";"3";"N";"0.55";"12.96";"4.25";"3.70";"3.70";"4";"MOL";"-1";"31";"7";"1";"0";"418.1441";"-1.26";"NEUTRAL";"C23H19FN4O3";"O=C(OCc1ccccc1)N1CCc2nc(O)n3cc(-c4ccccc4F)nc3c2C1";"UGTWYGSNMUJMKL-UHFFFAOYSA-N";"InChI=1S/C23H19FN4O3/c24-18-9-5-4-8-16(18)20-13-28-21(25-20)17-12-27(11-10-19(17)26-22(28)29)23(30)31-14-15-6-2-1-3-7-15/h1-9,13H,10-12,14H2,(H,26,29)";"False";"-1";"['62']";"['2-(2-Fluoro-phenyl)-4-oxo-5,6,7,9-tetrahydro-4H-1,3a,5,8-tetraaza-cyclopenta[a]naphthalene-8-carboxylic acid benzyl ester']"
"CHEMBL356806";"";"";"Small molecule";"";"406.39";"5";"9";"3.58";"70.73";"5";"1";"0";"2";"N";"0.55";"12.96";"4.25";"3.35";"3.35";"4";"MOL";"-1";"30";"6";"1";"0";"406.1241";"-1.65";"NEUTRAL";"C22H16F2N4O2";"O=C(c1cccc(F)c1)N1CCc2nc(O)n3cc(-c4ccccc4F)nc3c2C1";"OIFHTMLNBMLSPV-UHFFFAOYSA-N";"InChI=1S/C22H16F2N4O2/c23-14-5-3-4-13(10-14)21(29)27-9-8-18-16(11-27)20-25-19(12-28(20)22(30)26-18)15-6-1-2-7-17(15)24/h1-7,10,12H,8-9,11H2,(H,26,30)";"False";"-1";"['36']";"['8-(3-Fluoro-benzoyl)-2-(2-fluoro-phenyl)-6,7,8,9-tetrahydro-5H-1,3a,5,8-tetraaza-cyclopenta[a]naphthalen-4-one']"
"CHEMBL44533";"";"";"Small molecule";"";"385.49";"5";"5";"4.96";"47.78";"5";"0";"0";"2";"N";"0.49";"None";"4.47";"3.16";"3.16";"4";"MOL";"-1";"28";"4";"0";"0";"385.1249";"-1.03";"NEUTRAL";"C23H19N3OS";"Cc1csc(-c2cc(-c3ccccc3)c3n(c2=O)CCCc2ccncc2-3)n1";"NTQIDFIQUNKLIH-UHFFFAOYSA-N";"InChI=1S/C23H19N3OS/c1-15-14-28-22(25-15)19-12-18(16-6-3-2-4-7-16)21-20-13-24-10-9-17(20)8-5-11-26(21)23(19)27/h2-4,6-7,9-10,12-14H,5,8,11H2,1H3";"False";"-1";"['2a']";"['9-(4-Methyl-thiazol-2-yl)-11-phenyl-6,7-dihydro-5H-2,7a-diaza-dibenzo[a,c]cyclohepten-8-one']"
"CHEMBL147312";"";"";"Small molecule";"";"370.46";"5";"9";"3.97";"53.66";"5";"1";"0";"3";"N";"0.59";"13.20";"6.18";"4.22";"4.20";"4";"MOL";"-1";"28";"5";"1";"0";"370.1794";"-1.18";"NEUTRAL";"C23H22N4O";"Cc1ccc(-c2cn3c(O)nc4c(c3n2)CN(Cc2ccccc2)CC4)cc1";"CFHGKTQPFHVLQX-UHFFFAOYSA-N";"InChI=1S/C23H22N4O/c1-16-7-9-18(10-8-16)21-15-27-22(24-21)19-14-26(12-11-20(19)25-23(27)28)13-17-5-3-2-4-6-17/h2-10,15H,11-14H2,1H3,(H,25,28)";"False";"-1";"['18']";"['8-Benzyl-2-p-tolyl-6,7,8,9-tetrahydro-5H-1,3a,5,8-tetraaza-cyclopenta[a]naphthalen-4-one']"
"CHEMBL145970";"";"";"Small molecule";"";"338.39";"5";"9";"3.01";"53.66";"5";"1";"0";"3";"N";"0.80";"13.15";"6.83";"2.91";"2.81";"3";"MOL";"-1";"25";"5";"1";"0";"338.1543";"-1.32";"NEUTRAL";"C19H19FN4O";"Oc1nc2c(c3nc(-c4ccccc4F)cn13)CN(CC1CC1)CC2";"MPWAPKMGKXJWBD-UHFFFAOYSA-N";"InChI=1S/C19H19FN4O/c20-15-4-2-1-3-13(15)17-11-24-18(21-17)14-10-23(9-12-5-6-12)8-7-16(14)22-19(24)25/h1-4,11-12H,5-10H2,(H,22,25)";"False";"-1";"['30']";"['8-Cyclopropylmethyl-2-(2-fluoro-phenyl)-6,7,8,9-tetrahydro-5H-1,3a,5,8-tetraaza-cyclopenta[a]naphthalen-4-one']"
"CHEMBL145910";"";"";"Small molecule";"";"392.41";"3";"5";"3.94";"53.66";"5";"1";"0";"3";"N";"0.57";"13.14";"6.16";"4.00";"3.97";"4";"MOL";"-1";"29";"5";"1";"0";"392.1449";"-1.44";"NEUTRAL";"C22H18F2N4O";"Oc1nc2c(c3nc(-c4cc(F)ccc4F)cn13)CN(Cc1ccccc1)CC2";"IJEIUAOJSNXXSC-UHFFFAOYSA-N";"InChI=1S/C22H18F2N4O/c23-15-6-7-18(24)16(10-15)20-13-28-21(25-20)17-12-27(9-8-19(17)26-22(28)29)11-14-4-2-1-3-5-14/h1-7,10,13H,8-9,11-12H2,(H,26,29)";"False";"-1";"['20']";"['8-Benzyl-2-(2,5-difluoro-phenyl)-6,7,8,9-tetrahydro-5H-1,3a,5,8-tetraaza-cyclopenta[a]naphthalen-4-one']"
"CHEMBL344120";"";"";"Small molecule";"";"402.43";"5";"9";"3.75";"70.73";"5";"1";"0";"2";"N";"0.55";"12.96";"4.25";"3.72";"3.72";"4";"MOL";"-1";"30";"6";"1";"0";"402.1492";"-1.52";"NEUTRAL";"C23H19FN4O2";"Cc1ccccc1C(=O)N1CCc2nc(O)n3cc(-c4ccccc4F)nc3c2C1";"WOARKEXQNGOBIE-UHFFFAOYSA-N";"InChI=1S/C23H19FN4O2/c1-14-6-2-3-7-15(14)22(29)27-11-10-19-17(12-27)21-25-20(13-28(21)23(30)26-19)16-8-4-5-9-18(16)24/h2-9,13H,10-12H2,1H3,(H,26,30)";"False";"-1";"['39']";"['2-(2-Fluoro-phenyl)-8-(2-methyl-benzoyl)-6,7,8,9-tetrahydro-5H-1,3a,5,8-tetraaza-cyclopenta[a]naphthalen-4-one']"
