"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL2008708";"";"None";"258.28";"0";"3.75";"101";"c1ccc2c(c1)[nH]c1cnc3c4cccnc4[nH]c3c12";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"30.67";"0.54";"4.17";"13.81";"0";"CHEMBL5235583";"Inhibition of GABAA alpha2 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5233266";"1";"Scientific Literature";"J Med Chem";"2021";"None";"";"INHIBITOR";"";"12.0"
"CHEMBL3647558";"";"None";"438.51";"0";"3.69";"BDBM144249";"CCn1cnc2c(-c3ccc(O)c(-c4ccc(S(=O)(=O)CC)cc4OC)c3)cnnc21";"Ki";"'='";"92.2";"nM";"7.04";"";"280572";"UO_0000065";"16.04";"0.31";"3.35";"6.56";"0";"CHEMBL3706142";"Radioligand Competition Binding Assay: The affinity of the test compounds was determined by radioligand competition binding assay, using the known compound [3H]Ro-15-1788 (Flumazenil) (Perkin Elmer, 85.4 Ci/mmol) and the human recombinant GABA A receptor containing the alpha2, beta2, and gamma3 subunits.Membranes were prepared from HEK cells expressing hGABA A alpha2beta2- gamma3 receptor, and validated to ascertain protein concentration, receptor expression and to determine the Kd of the flumazenil as well as the Ki of a standard set of compounds before being used to test new compounds.The assay was carried out in 96 well plates; testing compounds using a 10 point semi-log dilution range from 19 uM top concentration. 100 ul of radioligand and 100 ul of membrane in 50 mM Tris-HCI and 0.05% F127 with 1 ul of test compound was incubated for 2 hours to allow the reaction to achieve equilibrium, and then harvested onto filter plates, dried and counted on a TopCount NXT. The data was analysed, and the Ki values were presented.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638710";"37";"BindingDB Patent Bioactivity Data";"";"2015";"CHEMBL3307715";"";"";"";"92.2"
"CHEMBL4441634";"";"None";"388.86";"0";"4.84";"21; NS16085";"CC(C)(O)c1ccc2c(c1)ncn2-c1cccc(-c2cc(C#N)ccc2Cl)n1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4403717";"Binding affinity to GABA-A alpha2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";""
"CHEMBL4553352";"";"None";"398.44";"0";"3.80";"50; GL-II-075";"C#Cc1ccc2c(c1)C(c1ccccc1F)=N[C@H](C)c1c(C(=O)NC3CC3)ncn1-2";"FC";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4403724";"Binding affinity to GABA-A alpha2 (unknown origin) assessed as increase in induced current relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";""
"CHEMBL4228824";"";"None";"372.40";"0";"3.26";"48; MP-III-022";"C#Cc1ccc2c(c1)C(c1ccccc1F)=N[C@H](C)c1c(C(=O)NC)ncn1-2";"FC";"'='";"0.5";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4403724";"Binding affinity to GABA-A alpha2 (unknown origin) assessed as increase in induced current relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"0.5"
"CHEMBL3647553";"";"None";"480.57";"1";"5.22";"BDBM144244";"CCS(=O)(=O)c1ccc(-c2cc(-c3cnnc4c3ncn4C3CCCC3)ccc2F)c(OC)c1";"Ki";"'='";"118.0";"nM";"6.93";"";"280567";"UO_0000065";"14.42";"0.28";"1.71";"7.97";"0";"CHEMBL3706142";"Radioligand Competition Binding Assay: The affinity of the test compounds was determined by radioligand competition binding assay, using the known compound [3H]Ro-15-1788 (Flumazenil) (Perkin Elmer, 85.4 Ci/mmol) and the human recombinant GABA A receptor containing the alpha2, beta2, and gamma3 subunits.Membranes were prepared from HEK cells expressing hGABA A alpha2beta2- gamma3 receptor, and validated to ascertain protein concentration, receptor expression and to determine the Kd of the flumazenil as well as the Ki of a standard set of compounds before being used to test new compounds.The assay was carried out in 96 well plates; testing compounds using a 10 point semi-log dilution range from 19 uM top concentration. 100 ul of radioligand and 100 ul of membrane in 50 mM Tris-HCI and 0.05% F127 with 1 ul of test compound was incubated for 2 hours to allow the reaction to achieve equilibrium, and then harvested onto filter plates, dried and counted on a TopCount NXT. The data was analysed, and the Ki values were presented.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638710";"37";"BindingDB Patent Bioactivity Data";"";"2015";"CHEMBL3307715";"";"";"";"118.0"
"CHEMBL1783256";"AZD6280";"1.0";"366.42";"0";"3.04";"20; AZD6280, Table 2, R3C3";"CCCNC(=O)c1nnc2c(-c3cc(OC)ccc3OC)cccc2c1N";"Ki";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"22.65";"0.42";"5.26";"8.35";"0";"CHEMBL4403717";"Binding affinity to GABA-A alpha2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"5.0"
"CHEMBL147364";"";"None";"380.45";"0";"3.86";"45";"Oc1nc2c(c3nc(-c4ccccc4F)cn13)CN(Cc1cccs1)CC2";"Activity";"'='";"54.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL678888";"Maximum percent potentiation against gamma-aminobutyric acid (GABA) A receptor, alpha 2";"B";"BAO_0000357";"single protein format";"Xenopus laevis";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135642";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"54.0"
"CHEMBL146302";"";"None";"406.39";"0";"3.58";"35";"O=C(c1ccccc1F)N1CCc2nc(O)n3cc(-c4ccccc4F)nc3c2C1";"EC50";"'='";"256.0";"nM";"6.59";"";"";"UO_0000065";"16.22";"0.30";"3.01";"9.32";"0";"CHEMBL678889";"Effective concentration against gamma-aminobutyric acid (GABA) A receptor, alpha 2";"B";"BAO_0000357";"single protein format";"Xenopus laevis";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135642";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"256.0"
"CHEMBL147590";"";"None";"424.38";"0";"3.72";"38";"O=C(c1ccc(F)c(F)c1)N1CCc2nc(O)n3cc(-c4ccccc4F)nc3c2C1";"EC50";"'='";"238.0";"nM";"6.62";"";"";"UO_0000065";"15.61";"0.29";"2.90";"9.36";"0";"CHEMBL678889";"Effective concentration against gamma-aminobutyric acid (GABA) A receptor, alpha 2";"B";"BAO_0000357";"single protein format";"Xenopus laevis";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135642";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"238.0"
"CHEMBL3647578";"";"None";"468.55";"1";"5.07";"BDBM144269";"COc1cc(S(=O)(=O)C(C)C)ccc1-c1cc(-c2cnnc3c2ncn3C(C)C)ccc1F";"Ki";"'='";"19.1";"nM";"7.72";"";"280561";"UO_0000065";"16.47";"0.32";"2.65";"8.88";"0";"CHEMBL3706142";"Radioligand Competition Binding Assay: The affinity of the test compounds was determined by radioligand competition binding assay, using the known compound [3H]Ro-15-1788 (Flumazenil) (Perkin Elmer, 85.4 Ci/mmol) and the human recombinant GABA A receptor containing the alpha2, beta2, and gamma3 subunits.Membranes were prepared from HEK cells expressing hGABA A alpha2beta2- gamma3 receptor, and validated to ascertain protein concentration, receptor expression and to determine the Kd of the flumazenil as well as the Ki of a standard set of compounds before being used to test new compounds.The assay was carried out in 96 well plates; testing compounds using a 10 point semi-log dilution range from 19 uM top concentration. 100 ul of radioligand and 100 ul of membrane in 50 mM Tris-HCI and 0.05% F127 with 1 ul of test compound was incubated for 2 hours to allow the reaction to achieve equilibrium, and then harvested onto filter plates, dried and counted on a TopCount NXT. The data was analysed, and the Ki values were presented.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638710";"37";"BindingDB Patent Bioactivity Data";"";"2015";"CHEMBL3307715";"";"";"";"19.1"
"CHEMBL1783247";"";"None";"334.42";"0";"3.64";"Table 2, R2C1";"CCCNC(=O)c1nnc2c(-c3cc(C)ccc3C)cccc2c1N";"Ki";"'='";"5.495";"nM";"8.26";"";"";"UO_0000065";"24.70";"0.45";"4.62";"10.21";"0";"CHEMBL4403717";"Binding affinity to GABA-A alpha2 (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4402545";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"8.26"
"CHEMBL496990";"";"None";"291.74";"1";"5.00";"99b";"Clc1ccc2c(c1)[nH]c1c2ncc2[nH]c3ccccc3c21";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"27.15";"0.52";"2.92";"17.81";"0";"CHEMBL5235568";"Binding affinity to human recombinant GABAA alpha2 receptor assessed as inhibition constant incubated for 1 hrs by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5233266";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";"";"12.0"
"CHEMBL2008708";"";"None";"258.28";"0";"3.75";"101";"c1ccc2c(c1)[nH]c1cnc3c4cccnc4[nH]c3c12";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"30.67";"0.54";"4.17";"13.81";"0";"CHEMBL5235568";"Binding affinity to human recombinant GABAA alpha2 receptor assessed as inhibition constant incubated for 1 hrs by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5233266";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";"";"12.0"
"CHEMBL499814";"";"None";"226.28";"0";"3.50";"87j";"CCCOc1cc2c(cn1)[nH]c1ccccc12";"Ki";"'='";"52.0";"nM";"7.28";"";"";"UO_0000065";"32.19";"0.59";"3.78";"19.21";"0";"CHEMBL5235568";"Binding affinity to human recombinant GABAA alpha2 receptor assessed as inhibition constant incubated for 1 hrs by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5233266";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";"";"52.0"
"CHEMBL497197";"";"None";"287.32";"0";"4.36";"99c";"COc1ccc2c(c1)[nH]c1c2ncc2[nH]c3ccccc3c21";"Ki";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"27.57";"0.49";"3.56";"14.75";"0";"CHEMBL5235568";"Binding affinity to human recombinant GABAA alpha2 receptor assessed as inhibition constant incubated for 1 hrs by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5233266";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";"";"12.0"
"CHEMBL3647538";"";"None";"466.54";"0";"4.65";"BDBM144229";"CCn1cnc2c(-c3ccc(F)c(-c4ccc(S(=O)(=O)C5CCC5)cc4OC)c3)cnnc21";"Ki";"'='";"9.51";"nM";"8.02";"";"280530";"UO_0000065";"17.19";"0.33";"3.37";"9.22";"0";"CHEMBL3706142";"Radioligand Competition Binding Assay: The affinity of the test compounds was determined by radioligand competition binding assay, using the known compound [3H]Ro-15-1788 (Flumazenil) (Perkin Elmer, 85.4 Ci/mmol) and the human recombinant GABA A receptor containing the alpha2, beta2, and gamma3 subunits.Membranes were prepared from HEK cells expressing hGABA A alpha2beta2- gamma3 receptor, and validated to ascertain protein concentration, receptor expression and to determine the Kd of the flumazenil as well as the Ki of a standard set of compounds before being used to test new compounds.The assay was carried out in 96 well plates; testing compounds using a 10 point semi-log dilution range from 19 uM top concentration. 100 ul of radioligand and 100 ul of membrane in 50 mM Tris-HCI and 0.05% F127 with 1 ul of test compound was incubated for 2 hours to allow the reaction to achieve equilibrium, and then harvested onto filter plates, dried and counted on a TopCount NXT. The data was analysed, and the Ki values were presented.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638710";"37";"BindingDB Patent Bioactivity Data";"";"2015";"CHEMBL3307715";"";"";"";"9.51"
"CHEMBL3647540";"";"None";"461.52";"0";"4.69";"BDBM144231";"CC(C)S(=O)(=O)c1ccc(-c2cc(-c3cnnc4c3ncn4C3CC3)ccc2F)c(C#N)c1";"Ki";"'='";"296.0";"nM";"6.53";"";"280542";"UO_0000065";"14.15";"0.27";"1.84";"6.43";"0";"CHEMBL3706142";"Radioligand Competition Binding Assay: The affinity of the test compounds was determined by radioligand competition binding assay, using the known compound [3H]Ro-15-1788 (Flumazenil) (Perkin Elmer, 85.4 Ci/mmol) and the human recombinant GABA A receptor containing the alpha2, beta2, and gamma3 subunits.Membranes were prepared from HEK cells expressing hGABA A alpha2beta2- gamma3 receptor, and validated to ascertain protein concentration, receptor expression and to determine the Kd of the flumazenil as well as the Ki of a standard set of compounds before being used to test new compounds.The assay was carried out in 96 well plates; testing compounds using a 10 point semi-log dilution range from 19 uM top concentration. 100 ul of radioligand and 100 ul of membrane in 50 mM Tris-HCI and 0.05% F127 with 1 ul of test compound was incubated for 2 hours to allow the reaction to achieve equilibrium, and then harvested onto filter plates, dried and counted on a TopCount NXT. The data was analysed, and the Ki values were presented.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638710";"37";"BindingDB Patent Bioactivity Data";"";"2015";"CHEMBL3307715";"";"";"";"296.0"
"CHEMBL3647571";"";"None";"423.47";"0";"3.54";"BDBM144262";"CNS(=O)(=O)c1ccc(-c2cc(-c3cnnc4c3ncn4C3CC3)ccc2F)cc1";"Ki";"'='";"19.0";"nM";"7.72";"";"280544";"UO_0000065";"18.23";"0.35";"4.18";"8.60";"0";"CHEMBL3706142";"Radioligand Competition Binding Assay: The affinity of the test compounds was determined by radioligand competition binding assay, using the known compound [3H]Ro-15-1788 (Flumazenil) (Perkin Elmer, 85.4 Ci/mmol) and the human recombinant GABA A receptor containing the alpha2, beta2, and gamma3 subunits.Membranes were prepared from HEK cells expressing hGABA A alpha2beta2- gamma3 receptor, and validated to ascertain protein concentration, receptor expression and to determine the Kd of the flumazenil as well as the Ki of a standard set of compounds before being used to test new compounds.The assay was carried out in 96 well plates; testing compounds using a 10 point semi-log dilution range from 19 uM top concentration. 100 ul of radioligand and 100 ul of membrane in 50 mM Tris-HCI and 0.05% F127 with 1 ul of test compound was incubated for 2 hours to allow the reaction to achieve equilibrium, and then harvested onto filter plates, dried and counted on a TopCount NXT. The data was analysed, and the Ki values were presented.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638710";"37";"BindingDB Patent Bioactivity Data";"";"2015";"CHEMBL3307715";"";"";"";"19.0"
"CHEMBL3647580";"";"None";"458.95";"1";"5.33";"BDBM144271";"CCS(=O)(=O)c1ccc(-c2cc(-c3cnnc4c3ncn4C(C)C)ccc2F)c(Cl)c1";"Ki";"'='";"14.4";"nM";"7.84";"";"280563";"UO_0000065";"17.09";"0.35";"2.51";"10.09";"0";"CHEMBL3706142";"Radioligand Competition Binding Assay: The affinity of the test compounds was determined by radioligand competition binding assay, using the known compound [3H]Ro-15-1788 (Flumazenil) (Perkin Elmer, 85.4 Ci/mmol) and the human recombinant GABA A receptor containing the alpha2, beta2, and gamma3 subunits.Membranes were prepared from HEK cells expressing hGABA A alpha2beta2- gamma3 receptor, and validated to ascertain protein concentration, receptor expression and to determine the Kd of the flumazenil as well as the Ki of a standard set of compounds before being used to test new compounds.The assay was carried out in 96 well plates; testing compounds using a 10 point semi-log dilution range from 19 uM top concentration. 100 ul of radioligand and 100 ul of membrane in 50 mM Tris-HCI and 0.05% F127 with 1 ul of test compound was incubated for 2 hours to allow the reaction to achieve equilibrium, and then harvested onto filter plates, dried and counted on a TopCount NXT. The data was analysed, and the Ki values were presented.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638710";"37";"BindingDB Patent Bioactivity Data";"";"2015";"CHEMBL3307715";"";"";"";"14.4"
"CHEMBL3647552";"";"None";"467.53";"0";"4.07";"BDBM144243";"COc1cc(S(N)(=O)=O)ccc1-c1cc(-c2cnnc3c2ncn3C2CCCC2)ccc1F";"Ki";"'='";"91.4";"nM";"7.04";"";"280566";"UO_0000065";"15.06";"0.29";"2.97";"6.23";"0";"CHEMBL3706142";"Radioligand Competition Binding Assay: The affinity of the test compounds was determined by radioligand competition binding assay, using the known compound [3H]Ro-15-1788 (Flumazenil) (Perkin Elmer, 85.4 Ci/mmol) and the human recombinant GABA A receptor containing the alpha2, beta2, and gamma3 subunits.Membranes were prepared from HEK cells expressing hGABA A alpha2beta2- gamma3 receptor, and validated to ascertain protein concentration, receptor expression and to determine the Kd of the flumazenil as well as the Ki of a standard set of compounds before being used to test new compounds.The assay was carried out in 96 well plates; testing compounds using a 10 point semi-log dilution range from 19 uM top concentration. 100 ul of radioligand and 100 ul of membrane in 50 mM Tris-HCI and 0.05% F127 with 1 ul of test compound was incubated for 2 hours to allow the reaction to achieve equilibrium, and then harvested onto filter plates, dried and counted on a TopCount NXT. The data was analysed, and the Ki values were presented.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638710";"37";"BindingDB Patent Bioactivity Data";"";"2015";"CHEMBL3307715";"";"";"";"91.4"
"CHEMBL661";"ALPRAZOLAM";"4.0";"308.77";"0";"3.58";"Alprazolam";"Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2";"Activity";"'='";"333.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL678888";"Maximum percent potentiation against gamma-aminobutyric acid (GABA) A receptor, alpha 2";"B";"BAO_0000357";"single protein format";"Xenopus laevis";"None";"None";"None";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135642";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"333.0"
"CHEMBL1681896";"";"None";"457.88";"1";"6.55";"12";"FC(F)(F)c1ccccc1COc1c2cnc3c(c2nn1-c1ccc(Cl)cc1)CCCC3";"Efficacy";"'='";"94.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1687496";"Agonist activity at recombinant GABAA receptor subunit alpha-2 expressed in CHO cells at 3 uM by sensitive fluorometric read-out assay relative to midazolam";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681636";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308072";"";"";"";"94.0"
"CHEMBL1681887";"";"None";"403.84";"1";"5.95";"3";"Fc1ccccc1-n1nc2c(cnc3ccccc32)c1OCc1ccccc1Cl";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"21.54";"0.41";"2.75";"21.78";"0";"CHEMBL1687498";"Displacement of [3H]flumazenil from GABAA receptor subunit alpha-2 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681636";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308072";"";"";"";"2.0"
"CHEMBL1681885";"";"None";"349.82";"1";"5.02";"14";"Clc1ccc(-n2nc3c(cnc4ccccc43)c2OCC2CC2)cc1";"IC50";"'='";"472.0";"nM";"6.33";"";"";"UO_0000065";"18.08";"0.35";"1.31";"15.84";"0";"CHEMBL1687498";"Displacement of [3H]flumazenil from GABAA receptor subunit alpha-2 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681636";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308072";"";"";"";"472.0"
"CHEMBL1681897";"";"None";"407.88";"1";"5.67";"13";"Fc1ccc(COc2c3cnc4c(c3nn2-c2ccc(Cl)cc2)CCCC4)cc1";"IC50";"'='";"57.0";"nM";"7.24";"";"";"UO_0000065";"17.76";"0.34";"1.57";"18.14";"0";"CHEMBL1687498";"Displacement of [3H]flumazenil from GABAA receptor subunit alpha-2 expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681636";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308072";"";"";"";"57.0"
"CHEMBL4792380";"";"None";"294.36";"0";"3.59";"2";"COc1ccc(Nc2cc3c(cn2)ncn3CC2CC2)cc1";"Efficacy";"'='";"20.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4701825";"Negative allosteric modulation of recombinant human GABA-A alpha2 expressed in HEK293 cells assessed as reduction in GABA-induced current at 1 uM relative to control";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4699487";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2020";"None";"Dose = 1.0 microM";"";"";"20.0"
"CHEMBL1681888";"";"None";"429.86";"1";"5.53";"4";"Clc1ccccc1COc1c2cnc3ccccc3c2nn1-c1ccc2c(c1)OCO2";"Efficacy";"'='";"19.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1687496";"Agonist activity at recombinant GABAA receptor subunit alpha-2 expressed in CHO cells at 3 uM by sensitive fluorometric read-out assay relative to midazolam";"F";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1681636";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2011";"CHEMBL3308072";"";"";"";"19.0"
"CHEMBL3647549";"";"None";"425.49";"0";"3.79";"BDBM144240";"CNS(=O)(=O)c1ccc(-c2cc(-c3cnnc4c3ncn4C(C)C)ccc2F)cc1";"Ki";"'='";"16.4";"nM";"7.79";"";"280557";"UO_0000065";"18.30";"0.35";"4.00";"8.67";"0";"CHEMBL3706142";"Radioligand Competition Binding Assay: The affinity of the test compounds was determined by radioligand competition binding assay, using the known compound [3H]Ro-15-1788 (Flumazenil) (Perkin Elmer, 85.4 Ci/mmol) and the human recombinant GABA A receptor containing the alpha2, beta2, and gamma3 subunits.Membranes were prepared from HEK cells expressing hGABA A alpha2beta2- gamma3 receptor, and validated to ascertain protein concentration, receptor expression and to determine the Kd of the flumazenil as well as the Ki of a standard set of compounds before being used to test new compounds.The assay was carried out in 96 well plates; testing compounds using a 10 point semi-log dilution range from 19 uM top concentration. 100 ul of radioligand and 100 ul of membrane in 50 mM Tris-HCI and 0.05% F127 with 1 ul of test compound was incubated for 2 hours to allow the reaction to achieve equilibrium, and then harvested onto filter plates, dried and counted on a TopCount NXT. The data was analysed, and the Ki values were presented.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4956";"GABA receptor alpha-2 subunit";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638710";"37";"BindingDB Patent Bioactivity Data";"";"2015";"CHEMBL3307715";"";"";"";"16.4"
